id,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,Y1,Y2,Y3
144,0.0279,0.0027,0.0005,0.0196,0.0007,0.0038,0.081,0.0022,0.0012,0.0059,0.0009,0.0039,0.1622,0.0014,0.0006,0.0431,0.0067,0.0423,1,1,2
145,0.0221,0.0246,0.0023,0.01,0.0022,0.0062,0.004,0.0009,0.0013,0.0352,0.0032,0.0065,0.0463,0.0032,0.0006,0.0348,0.0097,0.0052,1,1,4
146,0.0262,0.0035,0.0017,0.0134,0.0045,0.0095,0.0503,0.0033,0.0019,0.0317,0.001,0.0039,0.0305,0.0037,0.002,0.0713,0.0174,0.0247,1,1,3
147,0.0217,0.001,0.0019,0.0143,0.0024,0.0062,0.0244,0.001,0.002,0.0142,0.0029,0.0097,0.1747,0.0048,0.007,0.021,0.0066,0.0101,1,1,2
148,0.0009,0.0015,0.0011,0.0136,0.0025,0.0094,0.0098,0.0022,0.0013,0.0293,0.0058,0.0137,0.0956,0.0022,0.0016,0.0471,0.0082,0.0102,1,1,4
149,0.0166,0.0006,0.0014,0.0081,0.0014,0.0046,0.151,0.0009,0.0019,0.02,0.0033,0.0086,0.1229,0.0003,0.0022,0.0326,0.0087,0.0099,1,1,2
150,0.022,0.0012,0.0016,0.0169,0.0013,0.0036,0.0543,0.0004,0.0022,0.0144,0.0015,0.0039,0.0734,0.0031,0.0031,0.0383,0.0096,0.0093,1,1,4
151,0.0415,0.0018,0.0013,0.0185,0.0058,0.0038,0.0353,0.001,0.0012,0.0193,0.0028,0.007,0.0545,0.0007,0.001,0.0271,0.0078,0.008,1,1,4
152,0.2026,0.0005,0.0007,0.0127,0.0016,0.0038,0.0929,0.0019,0.0011,0.0258,0.0018,0.0039,0.0487,0.0022,0.0023,0.0272,0.0127,0.0212,1,1,4
153,0.0319,0.0006,0.0021,0.02,0.0033,0.0086,0.0282,0.0116,0.0011,0.0191,0.0054,0.0109,0.0287,0.0045,0.0016,0.0149,0.0057,0.0207,1,1,3
154,0.0405,0.0006,0.0017,0.012,0.0019,0.0085,0.0849,0.0033,0.001,0.0139,0.001,0.0042,0.0207,0.0013,0.0043,0.0193,0.0028,0.0113,1,1,2
155,0.0751,0.0016,0.0011,0.008,0.0027,0.0083,0.004,0.0009,0.0013,0.0352,0.0032,0.0065,0.0959,0.0044,0.0042,0.0373,0.0094,0.0137,1,1,3
156,0.0801,0.0023,0.0014,0.0125,0.0021,0.0042,0.0191,0.0019,0.0013,0.0206,0.0052,0.0046,0.1709,0.0017,0.0036,0.0328,0.0054,0.007,1,1,4
157,0.01,0.0045,0.0006,0.0191,0.0028,0.0086,0.0919,0.0015,0.0018,0.0402,0.0034,0.0131,0.0432,0.0039,0.0003,0.0501,0.0076,0.0229,1,4,4
158,0.016,0.0001,0.0016,0.0126,0.0022,0.0047,0.0127,0.0005,0.0016,0.0152,0.0015,0.0038,0.03,0.0024,0.0013,0.027,0.0071,0.0038,1,1,2
159,0.0747,0.0006,0.0012,0.0284,0.0035,0.0079,0.0447,0.0002,0.0004,0.0293,0.0025,0.0038,0.0399,0.0001,0.0031,0.0198,0.0034,0.0121,1,1,2
160,0.0801,0.0018,0.0024,0.0246,0.0022,0.0059,0.0426,0.0031,0.0025,0.0054,0.0015,0.0098,0.1033,0.0004,0.001,0.0237,0.0106,0.0094,3,1,4
161,0.0139,0.0013,0.0008,0.0088,0.002,0.0079,0.0247,0.003,0.0007,0.0196,0.0055,0.0083,0.0639,0.0013,0.0014,0.0207,0.0029,0.004,1,1,3
162,0.008,0.0016,0.0024,0.0112,0.0009,0.0037,0.019,0.001,0.0004,0.0155,0.0016,0.004,0.0505,0.0029,0.0004,0.0208,0.0021,0.0043,1,1,3
163,0.0615,0.0046,0.0007,0.023,0.0012,0.0049,0.0583,0.0008,0.0022,0.0169,0.0047,0.0074,0.051,0.0027,0.0005,0.0445,0.0076,0.0197,1,1,4
164,0.0083,0.0024,0.0003,0.0198,0.0014,0.0035,0.0941,0.0026,0.0005,0.0128,0.002,0.006,0.0998,0.0004,0.0018,0.0345,0.0062,0.0171,1,1,2
165,0.0438,0.0041,0.0009,0.0107,0.0029,0.0073,0.032,0.0001,0.0008,0.0123,0.0014,0.0091,0.001,0.0013,0.001,0.0204,0.008,0.0034,4,1,3
166,0.0552,0.0025,0.0025,0.033,0.0025,0.0079,0.025,0.0014,0.0006,0.045,0.002,0.0053,0.0607,0.0002,0.0001,0.0211,0.0074,0.0047,1,3,2
167,0.034,0.001,0.0021,0.0179,0.0047,0.0095,0.0279,0.002,0.0011,0.0167,0.0053,0.0081,0.0289,0.005,0.0009,0.015,0.0053,0.0071,1,1,2
168,0.022,0.0009,0.002,0.0155,0.005,0.0046,0.0777,0.0007,0.0005,0.0172,0.0006,0.0061,0.1096,0.0054,0.0006,0.0462,0.0075,0.0078,1,1,3
169,0.0219,0.0051,0.0017,0.0292,0.002,0.004,0.0313,0.0002,0.0011,0.0169,0.0044,0.0059,0.0936,0.0022,0.0013,0.0221,0.0037,0.0041,3,1,4
170,0.0443,0.0005,0.0012,0.0146,0.0019,0.0039,0.0115,0.0002,0.0009,0.0122,0.0033,0.0036,0.0743,0.0008,0.0014,0.0117,0.0038,0.0142,1,1,2
171,0.0116,0.001,0.0005,0.023,0.0061,0.0129,0.0255,0.0012,0.0017,0.0232,0.0067,0.0061,0.0554,0.0032,0.0021,0.1027,0.0073,0.0107,1,1,2
172,0.0274,0.0018,0.0017,0.0155,0.0023,0.0068,0.034,0.004,0.0015,0.0152,0.0061,0.0036,0.004,0.0005,0.0012,0.008,0.0018,0.0033,2,1,1
173,0.0172,0.0006,0.0017,0.011,0.0021,0.0071,0.0366,0.0028,0.0021,0.0152,0.0047,0.0046,0.0249,0.0011,0.003,0.0108,0.0031,0.0073,1,1,2
174,0.0178,0.0003,0.0019,0.0149,0.0057,0.0035,0.1739,0.011,0.001,0.0214,0.0041,0.0104,0.0743,0.0025,0.006,0.0171,0.0038,0.015,1,1,3
175,0.0458,0.0014,0.0014,0.0078,0.0015,0.0046,0.0616,0.0006,0.0009,0.0133,0.0013,0.0032,0.04,0.0028,0.0035,0.0211,0.0036,0.008,1,1,1
176,0.0808,0.0025,0.0018,0.018,0.0062,0.0033,0.0553,0.0077,0.0027,0.0244,0.0044,0.0076,0.0503,0.004,0.0013,0.0159,0.0027,0.0081,1,1,2
177,0.0245,0.0003,0.0011,0.0115,0.0011,0.0055,0.1062,0.0035,0.0018,0.0199,0.0037,0.0034,0.0726,0.002,0.0006,0.0668,0.0042,0.0043,1,3,2
178,0.0616,0.0019,0.0009,0.0268,0.0041,0.0052,0.0425,0.0032,0.0022,0.0145,0.0037,0.0079,0.0154,0.0002,0.0017,0.0312,0.0081,0.004,3,1,3
179,0.0055,0.0011,0.0014,0.0202,0.0039,0.0038,0.0923,0.0013,0.0008,0.0098,0.0027,0.0076,0.1043,0.0019,0.0028,0.014,0.0045,0.0108,1,1,2
180,0.0304,0.0033,0.0008,0.0136,0.0021,0.0041,0.1665,0.0042,0.0019,0.0134,0.0046,0.0076,0.0774,0.0008,0.0009,0.0225,0.0078,0.0067,1,1,2
181,0.0566,0.0049,0.0019,0.012,0.0031,0.0068,0.0086,0.1855,0.0137,0.3503,0.1215,0.1433,0.0288,0.0114,0.0039,0.0481,0.0146,0.021,1,1,2
182,0.0836,0.0025,0.0008,0.0243,0.0026,0.0051,0.0017,0.0018,0.0016,0.0109,0.0026,0.0051,0.007,0.0045,0.0019,0.0647,0.0132,0.0038,1,1,3
183,0.0045,0.0011,0.0013,0.0144,0.0044,0.0039,0.0107,0.0008,0.0016,0.0143,0.0018,0.0073,0.0861,0.0042,0.0028,0.0111,0.0033,0.0088,1,1,3
184,0.0171,0.007,0.0002,0.0215,0.0019,0.0035,0.0283,0.0009,0.0015,0.0114,0.0037,0.0043,0.0751,0.0003,0.0031,0.024,0.0039,0.01,1,1,3
185,0.0436,0.0017,0.001,0.0104,0.0013,0.0042,0.0133,0.0011,0.001,0.0135,0.0027,0.0046,0.0293,0.0014,0.0046,0.0276,0.0072,0.0186,1,1,3
186,0.0255,0.0019,0.0005,0.0237,0.0048,0.0038,0.0448,0.0022,0.0008,0.0126,0.0038,0.0093,0.0066,0.0024,0.0017,0.0136,0.0093,0.015,1,1,3
187,0.0381,0.0009,0.0006,0.0174,0.0013,0.0026,0.042,0.003,0.0022,0.0341,0.0041,0.0049,0.0663,0.0002,0.004,0.0414,0.0117,0.0044,1,1,2
188,0.0637,0.0037,0.0016,0.0171,0.0035,0.0039,0.0528,0.0006,0.0008,0.0127,0.0008,0.004,0.0342,0.0002,0.0027,0.0162,0.0035,0.0083,1,3,3
189,0.0285,0.0036,0.0013,0.0202,0.006,0.0045,0.0368,0.0006,0.0033,0.0133,0.0017,0.0064,0.0368,0.0007,0.0015,0.0368,0.0112,0.0145,1,1,2
190,0.046,0.0008,0.0008,0.0447,0.0036,0.0087,0.0713,0.0027,0.0004,0.0108,0.0025,0.0074,0.0299,0.002,0.0035,0.0312,0.003,0.0164,1,1,3
191,0.0002,0.002,0.0011,0.0095,0.003,0.0064,0.1017,0.0002,0.0015,0.0095,0.003,0.0071,0.1376,0.0046,0.0021,0.0285,0.0084,0.0124,1,1,4
192,0.0695,0.0016,0.0008,0.0136,0.0028,0.0096,0.0026,0.003,0.0011,0.0229,0.0043,0.0108,0.077,0.0015,0.0024,0.0296,0.0095,0.0142,1,1,3
193,0.056,0.0001,0.001,0.0218,0.0054,0.004,0.1221,0.01,0.0012,0.0138,0.0026,0.0045,0.0092,0.0038,0.001,0.0237,0.0072,0.0068,1,1,4
194,0.0025,0.0027,0.0018,0.038,0.0026,0.0039,0.0402,0.0007,0.0011,0.0143,0.0063,0.0076,0.0706,0.007,0.00499,0.0186,0.002,0.0084,1,1,4
195,0.0231,0.0001,0.0014,0.0092,0.0014,0.0109,0.0079,0.003,0.0017,0.0092,0.0021,0.0035,0.013,0.0034,0.0018,0.0131,0.0084,0.0158,1,1,2
196,0.0055,0.0002,0.0007,0.0079,0.0015,0.005,0.0205,0.0002,0.0018,0.0071,0.0023,0.0103,0.0878,0.001,0.0043,0.0177,0.0018,0.0053,1,1,3
197,0.1878,0.002,0.0019,0.024,0.0016,0.0068,0.0247,0.0026,0.0025,0.0197,0.0021,0.0038,0.0552,0.0119,0.0026,0.0209,0.0058,0.0164,1,1,3
198,0.0603,0.0039,0.0015,0.0124,0.0011,0.0034,0.0003,0.0004,0.0022,0.0116,0.0009,0.0054,0.0629,0.0002,0.0027,0.0164,0.0014,0.0085,1,1,2
199,0.0614,0.0049,0.0016,0.0132,0.0046,0.0063,0.0016,0.0015,0.0009,0.0163,0.0051,0.0072,0.0566,0.0001,0.0002,0.0143,0.0028,0.0161,1,1,3
200,0.1019,0.0005,0.0008,0.0073,0.0025,0.0078,0.0142,0.0035,0.001,0.0198,0.0055,0.0074,0.0228,0.0009,0.0014,0.0485,0.0137,0.0162,2,1,2
201,0.0017,0.0008,0.002,0.019,0.0037,0.0039,0.0014,0.0035,0.0025,0.0367,0.0027,0.007,0.0255,0.0255,0.0042,0.0454,0.0078,0.0135,1,3,4
202,0.0224,0.0013,0.0017,0.0115,0.0039,0.0076,0.1236,0.0038,0.0013,0.017,0.0034,0.0087,0.037,0.0023,0.0008,0.0423,0.0139,0.016,1,1,2
203,0.0131,0.0001,0.0017,0.015,0.0026,0.0076,0.0102,0.0022,0.0009,0.0074,0.0016,0.0079,0.0116,0.0012,0.0019,0.0361,0.0071,0.0125,1,1,3
204,0.0247,0.0005,0.0021,0.0109,0.0018,0.0032,0.0634,0.0131,0.0004,0.0359,0.0044,0.0116,0.029,0.0028,0.0016,0.0563,0.0028,0.0061,1,1,3
205,0.0534,0.0028,0.0013,0.0237,0.0019,0.0044,0.0998,0.002,0.0004,0.0154,0.0029,0.0065,0.0566,0.0004,0.002,0.0169,0.0014,0.0173,3,1,2
206,0.0687,0.0171,0.0017,0.0155,0.0064,0.0068,0.0059,0.0009,0.0019,0.0157,0.0024,0.0059,0.1191,0.0634,0.0024,0.024,0.0066,0.0154,2,3,3
207,0.0384,0.0007,0.0004,0.0079,0.0026,0.004,0.0196,0.0004,0.0006,0.0178,0.0028,0.0035,0.0045,0.0074,0.001,0.0127,0.0042,0.009,1,1,3
208,0.0324,0.0032,0.0019,0.0241,0.0017,0.0113,0.0591,0.002,0.0005,0.0199,0.0024,0.0085,0.0477,0.0015,0.0044,0.0239,0.008,0.0092,1,1,3
209,0.0002,0.0015,0.0014,0.0126,0.0017,0.0092,0.0893,0.0117,0.0019,0.0178,0.0024,0.0037,0.0133,0.0003,0.0035,0.0149,0.0054,0.0081,1,1,2
210,0.0299,0.0016,0.0014,0.015,0.0045,0.0116,0.0946,0.0016,0.0008,0.0263,0.0054,0.004,0.0403,0.0028,0.0023,0.0643,0.0026,0.0132,1,2,3
211,0.0451,0.0024,0.002,0.0206,0.0022,0.0066,0.0634,0.0023,0.0021,0.0091,0.0033,0.0074,0.0138,0.0014,0.0012,0.0624,0.0018,0.0047,1,1,2
212,0.0564,0.0017,0.0015,0.0011,0.0029,0.0034,0.1028,0.0019,0.0017,0.0174,0.002,0.0075,0.0287,0.005,0.0032,0.0422,0.01,0.0103,1,1,2
213,0.0208,0.006,0.0013,0.0245,0.0031,0.0084,0.0851,0.0003,0.0017,0.0185,0.0022,0.0092,0.0017,0.0001,0.0001,0.0222,0.0057,0.0063,1,1,3
214,0.0254,0.0015,0.0009,0.0132,0.0019,0.0036,0.0786,0.0006,0.0013,0.0166,0.0054,0.0084,0.0068,0.0025,0.002,0.0314,0.008,0.0222,1,1,2
215,0.0509,0.0005,0.0007,0.0126,0.002,0.0033,0.0286,0.0001,0.0004,0.0123,0.0022,0.0043,0.0805,0.0004,0.0014,0.0219,0.0096,0.0087,1,1,2
216,0.02,0.0028,0.0016,0.0155,0.0021,0.0034,0.0501,0.0019,0.0012,0.0105,0.0015,0.0041,0.0941,0.0002,0.0034,0.0336,0.0092,0.0033,1,1,2
217,0.0301,0.0001,0.0014,0.0292,0.0023,0.0038,0.0765,0.0023,0.0015,0.0129,0.0026,0.0116,0.042,0.0049,0.0081,0.0182,0.0025,0.0044,1,1,4
218,0.0608,9e-05,0.0002,0.015,0.005,0.0044,0.0562,0.003,0.0014,0.0325,0.0012,0.0041,0.0114,0.0009,0.0033,0.0653,0.0126,0.009,1,1,3
219,0.0574,0.0014,0.0006,0.0134,0.0048,0.0036,0.0324,0.0015,0.0013,0.0144,0.0039,0.0037,0.0612,0.0015,0.0012,0.0562,0.0122,0.009,1,1,2
220,0.0609,0.0019,0.0005,0.0132,0.0024,0.0079,0.0954,0.0015,0.002,0.0136,0.0049,0.0048,0.0077,0.0029,0.0008,0.0468,0.0085,0.0293,1,1,3
221,0.0847,0.0008,0.0012,0.0351,0.006,0.0071,0.016,0.0011,0.0009,0.0174,0.005,0.0079,0.0956,0.003,0.0029,0.0147,0.0023,0.0073,1,1,2
222,0.0089,0.0025,0.001,0.0217,0.0069,0.0041,0.0331,0.001,0.0006,0.0068,0.0018,0.0031,0.0505,0.0026,0.0007,0.0152,0.0052,0.0172,3,1,2
223,0.034,0.0007,0.0003,0.0172,0.0035,0.0076,0.0089,0.0011,0.0013,0.0175,0.0044,0.0033,0.05,0.0016,0.0022,0.0384,0.0138,0.0133,1,1,3
224,0.0702,0.002,0.0002,0.022,0.0031,0.0051,0.0511,0.002,0.0012,0.0311,0.0012,0.0039,0.0175,0.0012,0.0006,0.0291,0.0043,0.0101,4,1,3
225,0.0533,0.0018,0.0018,0.0131,0.0022,0.0046,0.0405,0.0056,0.0002,0.0407,0.0034,0.0072,0.0595,0.0129,0.0027,0.0099,0.0028,0.0082,1,2,2
226,0.0877,0.0015,0.0009,0.0125,0.0043,0.011,0.0503,0.0004,0.0007,0.02,0.0032,0.0111,0.0703,0.0004,0.0014,0.0227,0.0084,0.012,1,1,3
227,0.036,0.0005,0.0008,0.0127,0.0012,0.0042,0.0772,0.005,0.0011,0.0207,0.0016,0.0046,0.0135,0.0256,0.0007,0.0836,0.0124,0.0193,1,1,4
228,0.0292,0.0046,0.0017,0.0241,0.0028,0.0067,0.0054,0.0004,0.0011,0.0071,0.0028,0.0049,0.0926,0.002,0.0023,0.015,0.0027,0.021,1,1,2
229,0.0492,0.0008,0.0006,0.0348,0.0018,0.0052,0.0917,0.0003,0.0012,0.0192,0.0065,0.002,0.0228,0.0012,0.0009,0.0473,0.0105,0.0151,1,1,2
230,0.0656,0.0002,0.0011,0.0176,0.0016,0.0034,0.0064,0.0132,0.0007,0.0101,0.0017,0.0064,0.0539,0.0014,0.0017,0.0505,0.0093,0.0215,1,1,2
231,0.0043,0.0025,0.0013,0.0074,0.0014,0.0033,0.1002,0.002,0.0017,0.0094,0.0026,0.0083,0.0568,0.0043,0.0003,0.0277,0.0076,0.0217,1,1,3
232,0.0124,0.011,0.0022,0.0155,0.0055,0.0048,0.023,0.0003,0.0021,0.0103,0.0023,0.0041,0.1135,0.0001,0.0003,0.0103,0.0095,0.0037,1,1,3
233,0.0908,0.0036,0.0013,0.0102,0.0019,0.0079,0.0464,0.0004,0.0012,0.0084,0.0021,0.009,0.0622,0.0054,0.0017,0.0129,0.0036,0.0246,1,1,2
234,0.0203,0.002,0.0013,0.0076,0.0022,0.0038,0.0145,0.0001,0.001,0.0101,0.0018,0.0057,0.0287,0.0008,0.0014,0.0271,0.0047,0.0196,1,1,4
235,0.0582,0.0008,0.0012,0.0158,0.0012,0.0037,0.0102,0.004,0.0017,0.0149,0.0037,0.0093,0.1164,0.0012,0.0014,0.0131,0.0036,0.0155,1,2,2
236,0.0199,0.014,0.0011,0.04,0.0079,0.0047,0.0796,0.003,0.0025,0.0471,0.0129,0.018,0.0058,0.0062,0.0012,0.0330744,0.00594484980038745,0.00572845,4,1,4
237,0.0039,0.0004,0.0014,0.0366,0.0112,0.0107,0.0066,0.0006,0.0009,0.0128,0.0022,0.0156,0.021,0.0058,0.0017,0.0425,0.0113,0.0094,3,1,4
238,0.0022,0.0004,0.0016,0.0305,0.012,0.0177,0.0002,0.0019,0.0012,0.034,0.0107,0.0113,0.0525,0.0143,0.0032,0.0312,0.0058,0.0252,1,3,4
239,0.0102,0.0044,0.0011,0.0601,0.0217,0.0139,0.0073,0.0025,0.0017,0.0498,0.0115,0.0126,0.0137,0.0076,0.0027,0.0579,0.0215,0.0126,4,4,4
240,0.0123,0.0083,0.0024,0.0561207,0.0136191298260938,0.0178445,0.0004,0.0059,0.0021,0.016,0.006,0.0044,0.0867,0.0008,0.0005,0.0176,0.0037,0.0107,3,2,4
